Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added,Sector
visitmaryland.org,,State Government,Maryland,accepted term,Travel and Tourism Site for Maryland -- Note added 6/6/13 19:17,http://www.visitmaryland.org/,6/6/13 19:11,travel tourism
visitmississippi.org,,State Government,Mississippi,accepted term,Travel and Tourism Sites for Mississippi -- Note added 6/6/13 19:11,http://visitmississippi.org/,6/6/13 19:11,travel tourism
visitmo.com,,State Government,Missouri,accepted term,Travel and Tourism Site for Missouri -- Note added 6/6/13 19:34,,6/6/13 19:11,travel tourism
visitmt.com,,State Government,Montana,accepted term,Travel and Tourism Site for Montana -- Note added 6/6/13 19:33,http://visitmt.com/,6/6/13 19:11,travel tourism
visitnc.com,,State Government,North Carolina,accepted term,Travel and Tourism Site for North Carolina -- Note added 6/6/13 19:33,http://www.visitnc.com/,6/6/13 18:09,travel tourism
visitnebraska.com,,State Government,Nebraska,accepted term,Travel and Tourism Site for Nebraska -- Note added 6/6/13 19:33,http://visitnebraska.com/,6/6/13 19:11,travel tourism
visitpa.com,,State Government,Pennsylvania,accepted term,Travel and Tourism Site for Pennsylvania -- Note added 6/6/13 19:32,http://www.visitpa.com/,6/6/13 19:11,travel tourism
visitrhodeisland.com,,State Government,Rhode Island,accepted term,Travel and Tourism Site for Rhode Island -- Note added 6/6/13 19:32,http://www.visitrhodeisland.com/,6/6/13 19:11,travel tourism
visitusvi.com,,State Government,Virgin Islands,accepted term,Travel and tourism site for the US Virgin Islands -- Note added 6/6/13 19:47,http://www.visitusvi.com/,6/6/13 19:46,travel tourism
visitutah.com,,State Government,Utah,accepted term,Travel and Tourism Site for Utah -- Note added 6/6/13 19:31,,6/6/13 19:11,travel tourism
visupremecourt.org,,State Government,Virgin Islands,accepted term,Supreme Court of the United States Virgin Islands -- Note added 8/18/14 14:06,http://www.visupremecourt.org/,8/18/14 14:05,supreme court
vivaflorida.org,,State Government,Florida,accepted term,"Viva Florida 500 is a statewide initiative led by the Florida Department of State, under the leadership of Governor Rick Scott, to highlight the 500 years of historic people, places and events in present-day Florida since the arrival of Juan Ponce de Leon to the land he named La Florida in 1513. See more at http://www.vivaflorida.org/About-Viva-Florida/ -- Note added 7/23/14 14:01",http://vivaflorida.org/,8/20/13 15:17,florida department
vmnh.net,,State Government,Virginia,accepted term,"Virginia Museum of Natural History in Martinsville, VA -- Note added 7/11/14 20:20",http://www.vmnh.net/,6/6/13 18:09,museum natural
volunteerflorida.org,,State Government,Florida,accepted term,Florida Governor's Commission on Volunteerism and Community Service -- Note added 11/9/15 19:00,http://www.volunteerflorida.org/,11/9/15 19:00,florida governors
volunteermississippi.org,,State Government,Mississippi,accepted term,"Volunteer Mississippi, A Mississippi Commission for Volunteer Service (MCVS) -- Note added 7/28/14 14:58",http://volunteermississippi.org/,6/6/13 18:08,note added
volunteernc.org,,State Government,North Carolina,candidate term,North Carolina Commission on Volunteerism and Community Service -- Note added 11/10/15 20:34,,6/6/13 18:09,north carolina
vrcbvi.org,,State Government,Virginia,accepted term,Virginia Rehabilitation Center for the Blind and Vision Impaired -- Note added 8/27/15 15:09,http://vrcbvi.org/,8/27/15 15:08,blind vision
vrwa.org,,State Government,Virginia,candidate term,Virginia Rural Water Association -- Note added 7/23/13 19:42,,6/6/13 18:09,association note
vsb.org,,State Government,Virginia,accepted term,Virginia State Bar -- Note added 7/11/14 20:21,http://www.vsb.org/,6/6/13 18:09,virginia state
vtguard.com,,State Government,Vermont,accepted term,Vermont National Guard -- Note added 1/23/14 14:03,http://vtguard.com/,1/23/14 14:03,national guard
vtlottery.com,,State Government,Vermont,accepted term,Vermont Lottery -- Note added 6/12/13 14:27,http://vtlottery.com/,6/6/13 18:09,lottery note
wablueberrycomm.org,,State Government,Washington,accepted term,Washington Blueberry Commission -- Note added 11/12/14 6:30,http://wablueberrycomm.org/,6/6/13 18:09,commission note
wahardwoodscomm.com,,State Government,Washington,accepted term,Washington Hardwoods Commission -- Note added 11/12/14 6:29,http://wahardwoodscomm.com/,6/6/13 18:09,commission note
walottery.com,,State Government,Washington,accepted term,Washington State Lottery -- Note added 12/2/14 7:23,http://www.walottery.com/,6/6/13 18:09,washington state
waseedpotato.com,,State Government,Washington,accepted term,Washington State Seed Potato Commission -- Note added 11/12/14 6:26,http://waseedpotato.com/,6/6/13 18:09,washington state
washington.org,,State Government,District of Columbia,accepted term,Travel and Tourism Site for the District of Columbia -- Note added 6/6/13 19:31,,6/6/13 19:11,travel tourism
washingtonairguard.org,,State Government,Washington,accepted term,Washington Air National Guard -- Note added 1/3/14 13:08,http://washingtonairguard.org/,1/3/14 13:08,national guard
washingtonarmyguard.org,,State Government,Washington,accepted term,Washington Army National Guard -- Note added 1/23/14 14:03,http://washingtonarmyguard.org/,1/23/14 14:03,army national
washingtonguard.org,,State Government,Washington,accepted term,Washington National Guard -- Note added 1/23/14 14:03,http://washingtonguard.org/,1/23/14 14:03,national guard
washingtonwine.org,,State Government,Washington,accepted term,Washington State Wine Commission -- Note added 11/12/14 6:23,http://www.washingtonwine.org/,6/6/13 18:09,washington state
waspc.org,,State Government,Washington,accepted term,Washington Association of Sheriffs and Police Chiefs -- Note added 11/12/14 6:22,http://www.waspc.org/,6/6/13 18:09,note added
waterparkin.com,,State Government,Mississippi,accepted term,"Waterparkin', a website of the Pat Harrison Waterway District (PHWD) a Mississippi State Agency that provides camping, cabins and recreational facilities in Mississippi. See historical snaphot at: http://web.archive.org/web/20101224004547/http://waterparkin.com/  -- Note added 1/13/14 20:28",,1/13/14 20:26,pat harrison
waywelivednc.com,,State Government,North Carolina,accepted term,"The Way We Lived in North Carolina, presented by http://www.ah.dcr.state.nc.us/ The North Carolina Office of Archives & History. -- Note added 8/13/14 17:41",http://www.waywelivednc.com/,6/6/13 18:09,north carolina
wdfi.org,,State Government,Wisconsin,accepted term,State of Wisconsin Department of Financial Institutions -- Note added 8/11/14 5:34,http://wdfi.org/,6/6/13 18:09,department financial
web.uri.edu/riaes/extension,,State Government,Rhode Island,accepted term,University of Rhode Island Cooperative Extension -- Note added 6/7/13 18:31,http://web.uri.edu/riaes/extension/,6/6/13 18:08,rhode island
wedfa.org,,State Government,Washington,accepted term,Washington Economic Development Finance Authority -- Note added 11/12/14 6:21,http://wedfa.org/,6/6/13 18:09,economic development
whb.ncpublichealth.com,,State Government,North Carolina,accepted term,"Women's Health Branch, NC Division of Public Health -- Note added 7/26/13 15:11",,6/6/13 18:09,branch nc
wheda.com,,State Government,Wisconsin,accepted term,Wisconsin Housing and Economic Development Authority -- Note added 8/11/14 5:30,http://www.wheda.com/root/,6/6/13 18:09,economic development
whefa.org,,State Government,Washington,accepted term,Washington Higher Education Facilities Authority -- Note added 4/8/14 18:33,http://www.whefa.org/,6/6/13 18:09,higher education
wildlifedepartment.com,,State Government,Oklahoma,accepted term,Oklahoma Department of Wildlife Conservation - http://www.wildlifedepartment.com/  -- Note added 10/29/13 15:11,http://wildlifedepartment.com/,6/6/13 18:09,oklahoma department
wilottery.com,,State Government,Wisconsin,accepted term,Wisconsin Lottery -- Note added 6/12/13 14:28,http://www.wilottery.com/,6/6/13 18:09,lottery note
winusvilottery.com,,State Government,Virgin Islands,accepted term,Virgin Islands Lottery -- Note added 6/12/13 14:29,http://winusvilottery.com/,6/12/13 14:29,virgin islands
wisconsinhistory.org,,State Government,Wisconsin,accepted term,Wisconsin Historical Society -- Note added 8/11/14 5:26,http://www.wisconsinhistory.org/,6/6/13 18:09,historical society
wisspd.org,,State Government,Wisconsin,accepted term,Wisconsin State Public Defender's Office -- Note added 6/14/13 17:38,http://wispd.org/,6/6/13 18:09,state public
wrdaonline.org,,State Government,Wisconsin,accepted term,Register of Deeds Association of Wisconsin -- Note added 8/11/14 5:23,http://wrdaonline.org/,6/6/13 18:09,wisconsin note
wrightschool.org,,State Government,North Carolina,accepted term,"NC Dept of Health and Human services, division of State operated healthcare facilities -- Note added 9/14/15 20:51",http://www.wrightschool.org/,6/6/13 18:09,nc dept
wscc.com,,State Government,Washington,accepted term,Washington State Convention Center -- Note added 11/6/14 7:30,http://www.wscc.com/,6/6/13 18:09,washington state
wscpr.org,,State Government,Washington,accepted term,Washington State Commission on Pesticide Registration -- Note added 11/6/14 7:32,http://wscpr.org/,6/6/13 18:09,washington state
wshfc.org,,State Government,Washington,accepted term,Washington State Housing Finance Commission -- Note added 11/6/14 7:27,http://wshfc.org/,6/6/13 18:09,washington state
wssb.org,,State Government,Washington,accepted term,Washington State School for the Blind -- Note added 7/31/13 16:31,http://www.wssb.org/,7/31/13 16:31,washington state
wvagriculture.org,,State Government,West Virginia,accepted term,West Virginia Department of Agriculture -- Note added 3/31/14 13:07,http://www.wvagriculture.org/,6/6/13 18:09,west virginia
wvcommerce.org,,State Government,West Virginia,accepted term,West Virginia Department of Commerce -- Note added 3/24/14 16:50,http://www.wvcommerce.org/default.aspx,6/6/13 18:09,west virginia
wvculture.org,,State Government,West Virginia,accepted term,West Virginia Division of Culture and History -- Note added 3/31/14 13:08,http://www.wvculture.org/,6/6/13 18:09,west virginia
wvdhhr.org,,State Government,West Virginia,accepted term,West Virginia Department of Health and Human Resources -- Note added 7/24/14 5:50,http://www.dhhr.wv.gov/Pages/default.aspx,6/6/13 18:09,west virginia
wvhdf.com,,State Government,West Virginia,accepted term,West Virginia Housing Development Fund -- Note added 7/24/14 5:51,http://wvhdf.com/,6/6/13 18:09,west virginia
wvhepc.com,,State Government,West Virginia,accepted term,West Virginia Higher Education Policy Commission -- Note added 3/31/14 13:12,http://www.wvhepc.com/,3/31/14 13:10,west virginia
wvlabor.com,,State Government,West Virginia,accepted term,"West Virginia Department of Commerce, Division of Labor -- Note added 7/24/14 5:52",http://www.wvlabor.com/newwebsite/Pages/index.html,6/6/13 18:09,west virginia
wvlottery.com,,State Government,West Virginia,accepted term,West Virginia Lottery -- Note added 6/12/13 14:29,http://www.wvlottery.com/,6/6/13 18:09,west virginia
wvnet.edu,,State Government,West Virginia,accepted term,West Virginia Network for Educational Telecomputing -- Note added 7/24/14 5:54,http://wvnet.edu/,6/6/13 18:09,west virginia
wvretirement.com,,State Government,West Virginia,accepted term,West Virginia Consolidated Public Retirement Board -- Note added 3/31/14 13:33,http://www.wvretirement.com/,6/6/13 18:09,west virginia
wvstateparks.com,,State Government,West Virginia,accepted term,West Virginia State Parks -- Note added 3/31/14 13:34,http://www.wvstateparks.com/,6/6/13 18:09,west virginia
wvsto.com,,State Government,West Virginia,accepted term,West Virginia State Treasurer's Office -- Note added 3/31/14 13:35,http://www.wvsto.com/Pages/WV%20Treasury.aspx,6/6/13 18:09,west virginia
wvtourism.com,,State Government,West Virginia,accepted term,Travel and Tourism Site for West Virginia -- Note added 6/6/13 19:18,http://www.wvtourism.com/default.aspx,6/6/13 19:11,travel tourism
wvwda.org,,State Government,West Virginia,accepted term,West Virginia Water Development Authority -- Note added 7/24/14 5:57,http://wvwda.org/,6/6/13 18:09,west virginia
www.montanaguard.com/,,State Government,Montana,accepted term,Montana Army National Guard -- Note added 3/2/15 6:52,http://www.montanaguard.com/,1/23/14 14:03,army national
wyomingbusiness.org,,State Government,Wyoming,accepted term,Wyoming Business Council -- Note added 6/7/13 16:41,http://wyomingbusiness.org/,6/6/13 18:09,council note
wyomingtourism.org,,State Government,Wyoming,accepted term,Travel and Tourism Site for Wyoming -- Note added 6/6/13 19:31,http://www.wyomingtourism.org/,6/6/13 19:11,travel tourism
yesvirginia.org,,State Government,Virginia,accepted term,"Virginia Economic Development Partnership. As a state authority, the Partnership is governed by a 25 member http://yesvirginia.org/AboutUs/BoardOfDirectors Board Of Directors comprised of businesspersons from around Virginia, each of whom is appointed by the http://www.governor.virginia.gov Governor and the General Assembly.  -- Note added 11/20/13 18:52",http://yesvirginia.org/,6/6/13 18:09,virginia economic
